session_id,bin_sec,bin_min,n_cdp,entropy,conference
2021_05_21_ABI_S1,4200,70.0,2,1.0,2021ABI
2021_05_21_ABI_S1,4500,75.0,8,0.8194483718728034,2021ABI
2021_05_21_ABI_S10,0,0.0,7,0.5916727785823275,2021ABI
2021_05_21_ABI_S10,300,5.0,3,0.0,2021ABI
2021_05_21_ABI_S10,600,10.0,9,0.9910760598382222,2021ABI
2021_05_21_ABI_S10,900,15.0,7,0.5916727785823275,2021ABI
2021_05_21_ABI_S10,1500,25.0,2,0.0,2021ABI
2021_05_21_ABI_S10,1800,30.0,1,0.0,2021ABI
2021_05_21_ABI_S10,2100,35.0,3,0.0,2021ABI
2021_05_21_ABI_S10,2400,40.0,1,0.0,2021ABI
2021_05_21_ABI_S10,2700,45.0,2,1.0,2021ABI
2021_05_21_ABI_S10,3000,50.0,7,0.863120568566631,2021ABI
2021_05_21_ABI_S10,3300,55.0,2,1.0,2021ABI
2021_05_21_ABI_S10,3600,60.0,7,0.5916727785823275,2021ABI
2021_05_21_ABI_S11,0,0.0,2,0.0,2021ABI
2021_05_21_ABI_S11,300,5.0,4,0.0,2021ABI
2021_05_21_ABI_S11,600,10.0,1,0.0,2021ABI
2021_05_21_ABI_S11,900,15.0,5,0.0,2021ABI
2021_05_21_ABI_S11,1500,25.0,1,0.0,2021ABI
2021_05_21_ABI_S11,2400,40.0,3,0.0,2021ABI
2021_05_21_ABI_S11,2700,45.0,1,0.0,2021ABI
2021_05_21_ABI_S11,3000,50.0,8,0.8112781244591328,2021ABI
2021_05_21_ABI_S11,3300,55.0,6,0.920619835714305,2021ABI
2021_05_21_ABI_S11,3600,60.0,2,1.0,2021ABI
2021_05_21_ABI_S11,3900,65.0,1,0.0,2021ABI
2021_05_21_ABI_S12,0,0.0,13,0.9957274520849256,2021ABI
2021_05_21_ABI_S12,300,5.0,3,0.0,2021ABI
2021_05_21_ABI_S12,600,10.0,1,0.0,2021ABI
2021_05_21_ABI_S12,1500,25.0,1,0.0,2021ABI
2021_05_21_ABI_S12,2400,40.0,7,0.5916727785823275,2021ABI
2021_05_21_ABI_S12,2700,45.0,5,0.9709505944546686,2021ABI
2021_05_21_ABI_S12,3000,50.0,8,0.5435644431995964,2021ABI
2021_05_21_ABI_S12,3300,55.0,5,0.7219280948873623,2021ABI
2021_05_21_ABI_S12,3600,60.0,16,0.9544340029249649,2021ABI
2021_05_21_ABI_S13,0,0.0,3,0.0,2021ABI
2021_05_21_ABI_S13,300,5.0,14,0.5916727785823275,2021ABI
2021_05_21_ABI_S13,600,10.0,1,0.0,2021ABI
2021_05_21_ABI_S13,1800,30.0,1,0.0,2021ABI
2021_05_21_ABI_S13,2100,35.0,1,0.0,2021ABI
2021_05_21_ABI_S13,3300,55.0,1,0.0,2021ABI
2021_05_21_ABI_S13,3600,60.0,11,0.6913698302025114,2021ABI
2021_05_21_ABI_S13,3900,65.0,1,0.0,2021ABI
2021_05_21_ABI_S14,0,0.0,13,0.961236604722876,2021ABI
2021_05_21_ABI_S14,300,5.0,1,0.0,2021ABI
2021_05_21_ABI_S14,600,10.0,1,0.0,2021ABI
2021_05_21_ABI_S14,1200,20.0,1,0.0,2021ABI
2021_05_21_ABI_S14,1800,30.0,1,0.0,2021ABI
2021_05_21_ABI_S14,2100,35.0,2,0.0,2021ABI
2021_05_21_ABI_S14,2400,40.0,2,0.0,2021ABI
2021_05_21_ABI_S14,3000,50.0,4,0.9463946303571861,2021ABI
2021_05_21_ABI_S14,3300,55.0,2,0.0,2021ABI
2021_05_21_ABI_S14,3600,60.0,7,0.9852281360342516,2021ABI
2021_05_21_ABI_S14,3900,65.0,1,0.0,2021ABI
2021_05_21_ABI_S15,0,0.0,3,0.9999999999999999,2021ABI
2021_05_21_ABI_S15,600,10.0,10,0.8173454221465102,2021ABI
2021_05_21_ABI_S15,1500,25.0,1,0.0,2021ABI
2021_05_21_ABI_S15,2400,40.0,4,0.0,2021ABI
2021_05_21_ABI_S15,2700,45.0,2,0.0,2021ABI
2021_05_21_ABI_S15,3000,50.0,8,0.5435644431995964,2021ABI
2021_05_21_ABI_S15,3600,60.0,1,0.0,2021ABI
2021_05_21_ABI_S15,3900,65.0,2,0.0,2021ABI
2021_05_21_ABI_S16,0,0.0,12,0.41381685030363374,2021ABI
2021_05_21_ABI_S16,300,5.0,3,0.9182958340544896,2021ABI
2021_05_21_ABI_S16,600,10.0,7,0.5916727785823275,2021ABI
2021_05_21_ABI_S16,900,15.0,6,1.0,2021ABI
2021_05_21_ABI_S16,1200,20.0,1,0.0,2021ABI
2021_05_21_ABI_S16,1800,30.0,2,1.0,2021ABI
2021_05_21_ABI_S16,2100,35.0,1,0.0,2021ABI
2021_05_21_ABI_S16,2400,40.0,1,0.0,2021ABI
2021_05_21_ABI_S16,2700,45.0,2,0.0,2021ABI
2021_05_21_ABI_S16,3000,50.0,6,0.9182958340544896,2021ABI
2021_05_21_ABI_S16,3300,55.0,3,0.0,2021ABI
2021_05_21_ABI_S16,3600,60.0,7,0.5916727785823275,2021ABI
2021_05_21_ABI_S2,0,0.0,10,0.9709505944546686,2021ABI
2021_05_21_ABI_S2,300,5.0,1,0.0,2021ABI
2021_05_21_ABI_S2,900,15.0,1,0.0,2021ABI
2021_05_21_ABI_S2,1200,20.0,1,0.0,2021ABI
2021_05_21_ABI_S2,1500,25.0,1,0.0,2021ABI
2021_05_21_ABI_S2,1800,30.0,1,0.0,2021ABI
2021_05_21_ABI_S2,2400,40.0,1,0.0,2021ABI
2021_05_21_ABI_S2,3600,60.0,6,0.9182958340544896,2021ABI
2021_05_21_ABI_S2,3900,65.0,4,0.0,2021ABI
2021_05_21_ABI_S2,4200,70.0,3,0.9182958340544896,2021ABI
2021_05_21_ABI_S2,4500,75.0,7,0.863120568566631,2021ABI
2021_05_21_ABI_S3,0,0.0,16,0.7076765296822561,2021ABI
2021_05_21_ABI_S3,300,5.0,1,0.0,2021ABI
2021_05_21_ABI_S3,600,10.0,2,0.0,2021ABI
2021_05_21_ABI_S3,900,15.0,1,0.0,2021ABI
2021_05_21_ABI_S3,1200,20.0,2,0.0,2021ABI
2021_05_21_ABI_S3,1800,30.0,2,0.0,2021ABI
2021_05_21_ABI_S3,2400,40.0,2,1.0,2021ABI
2021_05_21_ABI_S3,3000,50.0,3,0.9182958340544896,2021ABI
2021_05_21_ABI_S3,3300,55.0,1,0.0,2021ABI
2021_05_21_ABI_S3,3600,60.0,4,0.9463946303571861,2021ABI
2021_05_21_ABI_S3,4500,75.0,2,1.0,2021ABI
2021_05_21_ABI_S4,0,0.0,3,0.9182958340544896,2021ABI
2021_05_21_ABI_S4,300,5.0,2,0.0,2021ABI
2021_05_21_ABI_S4,600,10.0,7,0.0,2021ABI
2021_05_21_ABI_S4,900,15.0,6,0.7896900821428474,2021ABI
2021_05_21_ABI_S4,1200,20.0,1,0.0,2021ABI
2021_05_21_ABI_S4,1800,30.0,1,0.0,2021ABI
2021_05_21_ABI_S4,2400,40.0,1,0.0,2021ABI
2021_05_21_ABI_S4,3600,60.0,2,1.0,2021ABI
2021_05_21_ABI_S4,3900,65.0,2,0.0,2021ABI
2021_05_21_ABI_S4,4200,70.0,2,0.0,2021ABI
2021_05_21_ABI_S4,4500,75.0,1,0.0,2021ABI
2021_05_21_ABI_S5,0,0.0,4,0.8112781244591328,2021ABI
2021_05_21_ABI_S5,300,5.0,3,0.0,2021ABI
2021_05_21_ABI_S5,600,10.0,3,0.9182958340544896,2021ABI
2021_05_21_ABI_S5,900,15.0,10,0.7219280948873623,2021ABI
2021_05_21_ABI_S5,1200,20.0,1,0.0,2021ABI
2021_05_21_ABI_S5,2400,40.0,2,0.0,2021ABI
2021_05_21_ABI_S5,2700,45.0,5,0.7219280948873623,2021ABI
2021_05_21_ABI_S5,3000,50.0,4,0.0,2021ABI
2021_05_21_ABI_S5,3300,55.0,4,0.0,2021ABI
2021_05_21_ABI_S5,3600,60.0,2,0.0,2021ABI
2021_05_21_ABI_S5,3900,65.0,3,0.0,2021ABI
2021_05_21_ABI_S5,4200,70.0,14,0.37123232664087563,2021ABI
2021_05_21_ABI_S5,4500,75.0,6,0.6500224216483541,2021ABI
2021_05_21_ABI_S6,0,0.0,20,0.47167341781551525,2021ABI
2021_05_21_ABI_S6,600,10.0,2,1.0,2021ABI
2021_05_21_ABI_S6,2100,35.0,1,0.0,2021ABI
2021_05_21_ABI_S6,3300,55.0,8,0.8112781244591328,2021ABI
2021_05_21_ABI_S6,3900,65.0,1,0.0,2021ABI
2021_05_21_ABI_S6,4200,70.0,2,0.0,2021ABI
2021_05_21_ABI_S6,4500,75.0,6,0.9182958340544896,2021ABI
2021_05_21_ABI_S7,0,0.0,5,0.7219280948873623,2021ABI
2021_05_21_ABI_S7,300,5.0,1,0.0,2021ABI
2021_05_21_ABI_S7,600,10.0,1,0.0,2021ABI
2021_05_21_ABI_S7,900,15.0,2,0.0,2021ABI
2021_05_21_ABI_S7,2400,40.0,2,0.0,2021ABI
2021_05_21_ABI_S7,3300,55.0,1,0.0,2021ABI
2021_05_21_ABI_S7,3600,60.0,9,0.9182958340544896,2021ABI
2021_05_21_ABI_S7,3900,65.0,5,0.7219280948873623,2021ABI
2021_05_21_ABI_S7,4500,75.0,5,0.7219280948873623,2021ABI
2021_05_21_ABI_S8,0,0.0,4,0.0,2021ABI
2021_05_21_ABI_S8,300,5.0,1,0.0,2021ABI
2021_05_21_ABI_S8,600,10.0,3,0.9182958340544896,2021ABI
2021_05_21_ABI_S8,900,15.0,5,0.9709505944546686,2021ABI
2021_05_21_ABI_S8,1800,30.0,1,0.0,2021ABI
2021_05_21_ABI_S8,2100,35.0,2,1.0,2021ABI
2021_05_21_ABI_S8,3000,50.0,1,0.0,2021ABI
2021_05_21_ABI_S8,3600,60.0,2,1.0,2021ABI
2021_05_21_ABI_S8,4200,70.0,5,0.7219280948873623,2021ABI
2021_05_21_ABI_S9,0,0.0,16,0.9886994082884974,2021ABI
2021_05_21_ABI_S9,300,5.0,3,0.0,2021ABI
2021_05_21_ABI_S9,600,10.0,2,1.0,2021ABI
2021_05_21_ABI_S9,2100,35.0,2,0.0,2021ABI
2021_05_21_ABI_S9,2400,40.0,3,0.0,2021ABI
2021_05_21_ABI_S9,2700,45.0,1,0.0,2021ABI
2021_05_21_ABI_S9,3300,55.0,7,0.5916727785823275,2021ABI
2021_05_21_ABI_S9,3600,60.0,2,1.0,2021ABI
2021_05_21_ABI_S9,3900,65.0,1,0.0,2021ABI
output-2021-05-20-ABI-S1,0,0.0,3,0.9182958340544896,2021ABI
output-2021-05-20-ABI-S1,600,10.0,2,0.0,2021ABI
output-2021-05-20-ABI-S1,900,15.0,2,1.0,2021ABI
output-2021-05-20-ABI-S1,1500,25.0,6,1.0,2021ABI
2021_10_07_CMC_S1,0,0.0,5,0.9709505944546686,2021CMC
2021_10_07_CMC_S1,300,5.0,5,0.7219280948873623,2021CMC
2021_10_07_CMC_S1,600,10.0,11,0.9456603046006402,2021CMC
2021_10_07_CMC_S1,1800,30.0,2,1.0,2021CMC
2021_10_07_CMC_S1,3300,55.0,1,0.0,2021CMC
2021_10_07_CMC_S1,3600,60.0,9,0.9182958340544896,2021CMC
2021_10_07_CMC_S1,3900,65.0,6,0.6500224216483541,2021CMC
2021_10_07_CMC_S1,4200,70.0,5,0.0,2021CMC
2021_10_07_CMC_S2,0,0.0,2,0.0,2021CMC
2021_10_07_CMC_S2,300,5.0,2,0.0,2021CMC
2021_10_07_CMC_S2,600,10.0,1,0.0,2021CMC
2021_10_07_CMC_S2,900,15.0,1,0.0,2021CMC
2021_10_07_CMC_S2,1200,20.0,1,0.0,2021CMC
2021_10_07_CMC_S2,1800,30.0,1,0.0,2021CMC
2021_10_07_CMC_S2,2100,35.0,1,0.0,2021CMC
2021_10_07_CMC_S2,2700,45.0,1,0.0,2021CMC
2021_10_07_CMC_S2,3000,50.0,1,0.0,2021CMC
2021_10_07_CMC_S2,3300,55.0,8,0.8194483718728034,2021CMC
2021_10_07_CMC_S2,3600,60.0,5,0.7219280948873623,2021CMC
2021_10_07_CMC_S2,4200,70.0,1,0.0,2021CMC
2021_10_07_CMC_S3,0,0.0,2,0.0,2021CMC
2021_10_07_CMC_S3,300,5.0,1,0.0,2021CMC
2021_10_07_CMC_S3,600,10.0,2,1.0,2021CMC
2021_10_07_CMC_S3,2400,40.0,2,1.0,2021CMC
2021_10_07_CMC_S3,2700,45.0,1,0.0,2021CMC
2021_10_07_CMC_S3,3000,50.0,5,0.9709505944546686,2021CMC
2021_10_07_CMC_S3,3600,60.0,9,0.6223659728744493,2021CMC
2021_10_07_CMC_S3,3900,65.0,10,1.0,2021CMC
2021_10_07_CMC_S4,0,0.0,9,0.8527924884900405,2021CMC
2021_10_07_CMC_S4,300,5.0,2,0.0,2021CMC
2021_10_07_CMC_S4,900,15.0,2,0.0,2021CMC
2021_10_07_CMC_S4,2400,40.0,4,1.0,2021CMC
2021_10_07_CMC_S4,3000,50.0,6,1.0,2021CMC
2021_10_07_CMC_S4,3300,55.0,2,0.0,2021CMC
2021_10_07_CMC_S4,3600,60.0,3,0.0,2021CMC
2021_10_07_CMC_S5,0,0.0,4,0.8112781244591328,2021CMC
2021_10_07_CMC_S5,300,5.0,5,0.9709505944546686,2021CMC
2021_10_07_CMC_S5,3000,50.0,1,0.0,2021CMC
2021_10_07_CMC_S5,3600,60.0,6,0.6500224216483541,2021CMC
2021_10_07_CMC_S5,3900,65.0,10,0.7219280948873623,2021CMC
2021_10_07_CMC_S5,4200,70.0,1,0.0,2021CMC
2021_10_07_CMC_S6,0,0.0,12,0.6500224216483541,2021CMC
2021_10_07_CMC_S6,300,5.0,1,0.0,2021CMC
2021_10_07_CMC_S6,600,10.0,2,0.0,2021CMC
2021_10_07_CMC_S6,1500,25.0,1,0.0,2021CMC
2021_10_07_CMC_S6,1800,30.0,3,0.9182958340544896,2021CMC
2021_10_07_CMC_S6,2100,35.0,1,0.0,2021CMC
2021_10_07_CMC_S6,2400,40.0,1,0.0,2021CMC
2021_10_07_CMC_S6,2700,45.0,1,0.0,2021CMC
2021_10_07_CMC_S6,3600,60.0,2,0.0,2021CMC
2021_10_07_CMC_S6,3900,65.0,3,0.9182958340544896,2021CMC
2021_10_07_CMC_S7,0,0.0,1,0.0,2021CMC
2021_10_07_CMC_S7,600,10.0,2,1.0,2021CMC
2021_10_07_CMC_S7,900,15.0,1,0.0,2021CMC
2021_10_07_CMC_S7,2100,35.0,3,0.9182958340544896,2021CMC
2021_10_07_CMC_S7,3000,50.0,1,0.0,2021CMC
2021_10_07_CMC_S7,3900,65.0,5,0.9709505944546686,2021CMC
2021_10_07_CMC_S7,4200,70.0,2,0.0,2021CMC
2021_10_08_CMC_S1,0,0.0,8,0.8112781244591328,2021CMC
2021_10_08_CMC_S1,300,5.0,7,0.9852281360342516,2021CMC
2021_10_08_CMC_S1,600,10.0,3,0.0,2021CMC
2021_10_08_CMC_S1,1500,25.0,1,0.0,2021CMC
2021_10_08_CMC_S1,1800,30.0,3,0.9182958340544896,2021CMC
2021_10_08_CMC_S1,2700,45.0,1,0.0,2021CMC
2021_10_08_CMC_S1,3300,55.0,3,0.9182958340544896,2021CMC
2021_10_08_CMC_S1,3600,60.0,13,0.7816596645276667,2021CMC
2021_10_08_CMC_S1,4200,70.0,2,0.0,2021CMC
2021_10_08_CMC_S1,4500,75.0,5,0.9709505944546686,2021CMC
2021_10_08_CMC_S10,0,0.0,15,0.9967916319816366,2021CMC
2021_10_08_CMC_S10,300,5.0,1,0.0,2021CMC
2021_10_08_CMC_S10,600,10.0,1,0.0,2021CMC
2021_10_08_CMC_S10,900,15.0,1,0.0,2021CMC
2021_10_08_CMC_S10,1500,25.0,2,0.0,2021CMC
2021_10_08_CMC_S10,2100,35.0,1,0.0,2021CMC
2021_10_08_CMC_S10,3300,55.0,2,1.0,2021CMC
2021_10_08_CMC_S10,4200,70.0,3,0.0,2021CMC
2021_10_08_CMC_S11,0,0.0,5,0.9709505944546686,2021CMC
2021_10_08_CMC_S11,300,5.0,6,0.6500224216483541,2021CMC
2021_10_08_CMC_S11,600,10.0,6,0.9182958340544896,2021CMC
2021_10_08_CMC_S11,900,15.0,3,0.9182958340544896,2021CMC
2021_10_08_CMC_S11,1200,20.0,2,0.0,2021CMC
2021_10_08_CMC_S11,1800,30.0,1,0.0,2021CMC
2021_10_08_CMC_S11,2100,35.0,1,0.0,2021CMC
2021_10_08_CMC_S11,2400,40.0,1,0.0,2021CMC
2021_10_08_CMC_S11,3600,60.0,2,1.0,2021CMC
2021_10_08_CMC_S11,3900,65.0,2,0.0,2021CMC
2021_10_08_CMC_S11,4200,70.0,3,0.9182958340544896,2021CMC
2021_10_08_CMC_S12,900,15.0,2,0.0,2021CMC
2021_10_08_CMC_S12,2100,35.0,1,0.0,2021CMC
2021_10_08_CMC_S12,3000,50.0,1,0.0,2021CMC
2021_10_08_CMC_S12,3300,55.0,3,0.0,2021CMC
2021_10_08_CMC_S12,3600,60.0,5,0.0,2021CMC
2021_10_08_CMC_S12,3900,65.0,3,0.9182958340544896,2021CMC
2021_10_08_CMC_S12,4200,70.0,3,0.0,2021CMC
2021_10_08_CMC_S13,0,0.0,10,0.4689955935892812,2021CMC
2021_10_08_CMC_S13,300,5.0,17,0.7871265862012691,2021CMC
2021_10_08_CMC_S13,600,10.0,2,1.0,2021CMC
2021_10_08_CMC_S13,900,15.0,1,0.0,2021CMC
2021_10_08_CMC_S13,1800,30.0,7,0.863120568566631,2021CMC
2021_10_08_CMC_S13,2100,35.0,1,0.0,2021CMC
2021_10_08_CMC_S13,2400,40.0,2,1.0,2021CMC
2021_10_08_CMC_S13,3000,50.0,4,0.9463946303571861,2021CMC
2021_10_08_CMC_S13,3300,55.0,4,0.8112781244591328,2021CMC
2021_10_08_CMC_S13,4200,70.0,10,0.7219280948873623,2021CMC
2021_10_08_CMC_S14,0,0.0,14,0.5916727785823275,2021CMC
2021_10_08_CMC_S14,300,5.0,11,0.6840384356390417,2021CMC
2021_10_08_CMC_S14,600,10.0,3,0.9182958340544896,2021CMC
2021_10_08_CMC_S14,1200,20.0,1,0.0,2021CMC
2021_10_08_CMC_S14,1800,30.0,7,0.5916727785823275,2021CMC
2021_10_08_CMC_S14,2100,35.0,1,0.0,2021CMC
2021_10_08_CMC_S14,2400,40.0,3,0.9182958340544896,2021CMC
2021_10_08_CMC_S14,3000,50.0,3,0.0,2021CMC
2021_10_08_CMC_S14,3300,55.0,4,1.0,2021CMC
2021_10_08_CMC_S14,3600,60.0,8,0.5435644431995964,2021CMC
2021_10_08_CMC_S14,3900,65.0,1,0.0,2021CMC
2021_10_08_CMC_S14,4200,70.0,7,0.5916727785823275,2021CMC
2021_10_08_CMC_S2,0,0.0,1,0.0,2021CMC
